epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,2485.73,0.88513,0.5472,0.90096,0.96259,0.86391,0.91666,0.60378,1.20442,0.63358,0.97251,0.0075745,0.0075745,0.0075745
51,2535.31,0.87938,0.54688,0.9032,0.96096,0.86405,0.91633,0.60266,1.2049,0.63416,0.97264,0.007525,0.007525,0.007525
52,2584.96,0.8933,0.5421,0.89871,0.9619,0.8657,0.91752,0.60314,1.2046,0.63369,0.97272,0.0074755,0.0074755,0.0074755
53,2634.36,0.89277,0.54826,0.90457,0.96383,0.86417,0.91719,0.6037,1.20441,0.63268,0.97277,0.007426,0.007426,0.007426
54,2683.84,0.88964,0.54458,0.90401,0.96366,0.86303,0.91716,0.60358,1.20462,0.63287,0.9726,0.0073765,0.0073765,0.0073765
55,2733.5,0.88917,0.54117,0.89873,0.96409,0.8657,0.91778,0.60336,1.20471,0.63394,0.97262,0.007327,0.007327,0.007327
56,2783.17,0.89236,0.55004,0.90334,0.96387,0.86517,0.91714,0.60229,1.20444,0.63295,0.97211,0.0072775,0.0072775,0.0072775
57,2832.66,0.89211,0.5482,0.90212,0.96424,0.86411,0.91714,0.60316,1.20475,0.633,0.97232,0.007228,0.007228,0.007228
58,2882.3,0.88381,0.54218,0.8996,0.96439,0.86532,0.91725,0.60342,1.20421,0.63296,0.97251,0.0071785,0.0071785,0.0071785
59,2931.87,0.88744,0.54262,0.9029,0.96424,0.86428,0.91718,0.60354,1.20411,0.63205,0.97239,0.007129,0.007129,0.007129
60,2981.53,0.89764,0.54461,0.90176,0.96401,0.86456,0.9172,0.60296,1.20439,0.63392,0.97229,0.0070795,0.0070795,0.0070795
61,3031.22,0.89584,0.54858,0.90426,0.96346,0.86521,0.9172,0.60323,1.20441,0.63279,0.97253,0.00703,0.00703,0.00703
62,3080.68,0.89249,0.54727,0.90572,0.96322,0.86494,0.91718,0.60373,1.20448,0.63329,0.97264,0.0069805,0.0069805,0.0069805
63,3130.12,0.89031,0.54718,0.90222,0.96302,0.86447,0.91649,0.60262,1.20449,0.63258,0.97244,0.006931,0.006931,0.006931
64,3179.63,0.89443,0.54291,0.8981,0.96423,0.86417,0.91734,0.60324,1.20377,0.63231,0.97176,0.0068815,0.0068815,0.0068815
65,3229.26,0.8965,0.54609,0.90192,0.96427,0.8649,0.91725,0.60344,1.20388,0.63184,0.97218,0.006832,0.006832,0.006832
66,3278.65,0.89524,0.54498,0.90127,0.96374,0.8657,0.91672,0.60292,1.20412,0.63254,0.97229,0.0067825,0.0067825,0.0067825
67,3328.3,0.88713,0.54511,0.9032,0.96347,0.8657,0.91717,0.60433,1.20419,0.63289,0.97267,0.006733,0.006733,0.006733
68,3377.85,0.90365,0.55221,0.90525,0.96468,0.86486,0.91699,0.60326,1.20425,0.6333,0.97251,0.0066835,0.0066835,0.0066835
69,3427.41,0.88354,0.54012,0.90352,0.96467,0.86464,0.91738,0.6033,1.20436,0.63273,0.97237,0.006634,0.006634,0.006634
70,3476.93,0.89726,0.54688,0.90071,0.96425,0.86454,0.91706,0.60375,1.20456,0.63373,0.97251,0.0065845,0.0065845,0.0065845
71,3526.48,0.87892,0.53994,0.90384,0.96307,0.8657,0.91682,0.60319,1.20434,0.6332,0.97266,0.006535,0.006535,0.006535
72,3576.32,0.88442,0.53969,0.90213,0.96348,0.86494,0.9167,0.60288,1.2041,0.63323,0.97235,0.0064855,0.0064855,0.0064855
73,3626.01,0.8866,0.53761,0.89924,0.96297,0.86532,0.91671,0.60298,1.20421,0.63361,0.97224,0.006436,0.006436,0.006436
74,3675.92,0.89577,0.54804,0.90404,0.96428,0.86514,0.91671,0.60229,1.20427,0.63163,0.97225,0.0063865,0.0063865,0.0063865
75,3725.42,0.89395,0.54586,0.90118,0.96365,0.86494,0.91683,0.60333,1.20411,0.63244,0.97256,0.006337,0.006337,0.006337
76,3775.17,0.87075,0.53381,0.89346,0.96228,0.8657,0.91681,0.60377,1.20418,0.633,0.97238,0.0062875,0.0062875,0.0062875
77,3824.8,0.88667,0.53971,0.89925,0.9635,0.86617,0.91733,0.60348,1.20357,0.63232,0.9722,0.006238,0.006238,0.006238
78,3874.25,0.88429,0.54511,0.89531,0.96267,0.86576,0.91703,0.60298,1.20379,0.63303,0.97214,0.0061885,0.0061885,0.0061885
79,3923.98,0.88397,0.54085,0.90049,0.96506,0.86414,0.91721,0.60336,1.20408,0.63354,0.97216,0.006139,0.006139,0.006139
80,3973.39,0.88133,0.53993,0.90199,0.96307,0.86573,0.91739,0.60318,1.20375,0.63165,0.972,0.0060895,0.0060895,0.0060895
81,4022.85,0.89191,0.54442,0.89953,0.96398,0.86532,0.91733,0.6041,1.20409,0.63292,0.97244,0.00604,0.00604,0.00604
82,4072.53,0.895,0.54727,0.89945,0.96388,0.86684,0.91708,0.60381,1.20426,0.63314,0.97251,0.0059905,0.0059905,0.0059905
83,4122.04,0.88909,0.54111,0.90082,0.96303,0.86469,0.91718,0.60332,1.20452,0.63299,0.97246,0.005941,0.005941,0.005941
84,4171.63,0.89672,0.54922,0.90106,0.96388,0.86552,0.91721,0.60346,1.20448,0.63213,0.97235,0.0058915,0.0058915,0.0058915
85,4221.19,0.88344,0.53988,0.90154,0.96429,0.86551,0.91715,0.60331,1.20425,0.63166,0.97236,0.005842,0.005842,0.005842
86,4270.86,0.87324,0.53632,0.90283,0.96472,0.86602,0.91722,0.60376,1.204,0.63173,0.97224,0.0057925,0.0057925,0.0057925
87,4320.45,0.8888,0.53953,0.89957,0.96389,0.86571,0.91733,0.60308,1.20439,0.63289,0.97232,0.005743,0.005743,0.005743
88,4370.13,0.88589,0.54269,0.90208,0.96356,0.86494,0.91731,0.60292,1.20408,0.63291,0.97239,0.0056935,0.0056935,0.0056935
89,4419.59,0.88482,0.53826,0.90049,0.96301,0.86494,0.91696,0.60317,1.2044,0.6334,0.97227,0.005644,0.005644,0.005644
90,4469.04,0.88419,0.54156,0.90024,0.96304,0.86494,0.91708,0.60318,1.2046,0.63358,0.97238,0.0055945,0.0055945,0.0055945
91,4518.86,0.88985,0.54483,0.90736,0.96422,0.86377,0.91745,0.60293,1.20463,0.63332,0.97215,0.005545,0.005545,0.005545
92,4568.27,0.87781,0.53595,0.90155,0.96306,0.86417,0.91718,0.60374,1.20397,0.6334,0.97208,0.0054955,0.0054955,0.0054955
93,4617.83,0.88519,0.54359,0.90125,0.96338,0.86417,0.91699,0.6033,1.20442,0.63256,0.97243,0.005446,0.005446,0.005446
94,4667.61,0.8814,0.53927,0.89757,0.96265,0.86535,0.91669,0.60324,1.20444,0.63233,0.97238,0.0053965,0.0053965,0.0053965
95,4717.12,0.88285,0.54416,0.89912,0.96426,0.86476,0.91749,0.60335,1.20412,0.63221,0.97229,0.005347,0.005347,0.005347
96,4766.74,0.88852,0.54845,0.89932,0.9642,0.86313,0.91728,0.60378,1.20401,0.63188,0.97237,0.0052975,0.0052975,0.0052975
97,4816.41,0.88476,0.53906,0.89903,0.9643,0.86341,0.91759,0.60342,1.20366,0.63183,0.97216,0.005248,0.005248,0.005248
98,4865.99,0.88153,0.5416,0.90004,0.96436,0.86456,0.91702,0.60336,1.20365,0.63181,0.97207,0.0051985,0.0051985,0.0051985
99,4915.73,0.88056,0.53646,0.89864,0.96453,0.8657,0.91762,0.60388,1.2037,0.6317,0.97223,0.005149,0.005149,0.005149
100,4965.56,0.88227,0.53969,0.89859,0.96269,0.8664,0.91693,0.60351,1.20368,0.63201,0.97206,0.0050995,0.0050995,0.0050995
101,5015.25,0.87627,0.53344,0.8962,0.96378,0.86293,0.9165,0.60315,1.20364,0.63241,0.97209,0.00505,0.00505,0.00505
102,5065.26,0.88221,0.53869,0.90004,0.96423,0.86397,0.91696,0.60303,1.20381,0.63214,0.97204,0.0050005,0.0050005,0.0050005
103,5114.97,0.89258,0.54667,0.90203,0.9635,0.86456,0.91713,0.60349,1.20386,0.63184,0.97218,0.004951,0.004951,0.004951
104,5164.46,0.87861,0.53375,0.90295,0.96346,0.86646,0.91723,0.60376,1.20421,0.63202,0.97239,0.0049015,0.0049015,0.0049015
105,5214.11,0.8806,0.54015,0.901,0.9635,0.86617,0.91711,0.60325,1.20426,0.63151,0.97254,0.004852,0.004852,0.004852
106,5263.83,0.88779,0.54176,0.90066,0.96347,0.86549,0.91718,0.60359,1.20449,0.63181,0.97265,0.0048025,0.0048025,0.0048025
107,5313.5,0.8708,0.53507,0.8961,0.96386,0.865,0.91739,0.60317,1.20442,0.63214,0.97267,0.004753,0.004753,0.004753
